	record_id	month	year	AverageTemperatureFahr	AverageTemperatureUncertaintyFahr	City	country_id	Country	Latitude	Longitude
22518	4670741	2	1812	49.9154	34.3166	Marseille	FRA	France	42.59N	6.55E
22519	4670742	3	1812	49.1036	39.0344	Marseille	FRA	France	42.59N	6.55E
22520	4670743	4	1812	51.1808	38.102	Marseille	FRA	France	42.59N	6.55E
22521	4670744	5	1812	61.3148	37.7006	Marseille	FRA	France	42.59N	6.55E
22523	4670746	7	1812	68.62100000000001	35.8142	Marseille	FRA	France	42.59N	6.55E
22524	4670747	8	1812	70.6226	41.9756	Marseille	FRA	France	42.59N	6.55E
22525	4670748	9	1812	65.8904	34.5704	Marseille	FRA	France	42.59N	6.55E
22526	4670749	10	1812	60.8414	38.7446	Marseille	FRA	France	42.59N	6.55E
22527	4670750	11	1812	53.9852	38.2028	Marseille	FRA	France	42.59N	6.55E
22528	4670751	12	1812	47.975	39.4178	Marseille	FRA	France	42.59N	6.55E
22529	4670752	1	1813	46.8392	41.2826	Marseille	FRA	France	42.59N	6.55E
22530	4670753	2	1813	50.6858	34.6136	Marseille	FRA	France	42.59N	6.55E
22531	4670754	3	1813	50.3546	48.0794	Marseille	FRA	France	42.59N	6.55E
22532	4670755	4	1813	55.1192	34.1942	Marseille	FRA	France	42.59N	6.55E
22533	4670756	5	1813	63.391999999999996	44.9078	Marseille	FRA	France	42.59N	6.55E
22534	4670757	6	1813	64.2146	37.6394	Marseille	FRA	France	42.59N	6.55E
22535	4670758	7	1813	66.4106	35.258	Marseille	FRA	France	42.59N	6.55E
22536	4670759	8	1813	69.1052	34.2428	Marseille	FRA	France	42.59N	6.55E
22537	4670760	9	1813	65.4386	36.4496	Marseille	FRA	France	42.59N	6.55E
22538	4670761	10	1813	62.6	34.3526	Marseille	FRA	France	42.59N	6.55E
22539	4670762	11	1813	54.7178	36.2264	Marseille	FRA	France	42.59N	6.55E
22540	4670763	12	1813	52.4966	35.9834	Marseille	FRA	France	42.59N	6.55E
22541	4670764	1	1814	48.434	40.1234	Marseille	FRA	France	42.59N	6.55E
22542	4670765	2	1814	42.1412	34.6946	Marseille	FRA	France	42.59N	6.55E
22543	4670766	3	1814	48.1334	36.7718	Marseille	FRA	France	42.59N	6.55E
22544	4670767	4	1814	55.346000000000004	34.9376	Marseille	FRA	France	42.59N	6.55E
22545	4670768	5	1814	56.1632	35.06	Marseille	FRA	France	42.59N	6.55E
22546	4670769	6	1814	64.7456	35.455999999999996	Marseille	FRA	France	42.59N	6.55E
22547	4670770	7	1814	69.1124	38.4944	Marseille	FRA	France	42.59N	6.55E
22548	4670771	8	1814	69.143	35.1266	Marseille	FRA	France	42.59N	6.55E
22549	4670772	9	1814	63.2012	35.0852	Marseille	FRA	France	42.59N	6.55E
22550	4670773	10	1814	58.9694	40.3232	Marseille	FRA	France	42.59N	6.55E
22551	4670774	11	1814	57.065	45.3128	Marseille	FRA	France	42.59N	6.55E
22552	4670775	12	1814	54.1112	47.2118	Marseille	FRA	France	42.59N	6.55E
22553	4670776	1	1815	46.1624	36.2012	Marseille	FRA	France	42.59N	6.55E
22554	4670777	2	1815	50.8856	43.8854	Marseille	FRA	France	42.59N	6.55E
22555	4670778	3	1815	54.1184	40.541	Marseille	FRA	France	42.59N	6.55E
22556	4670779	4	1815	55.2776	36.4946	Marseille	FRA	France	42.59N	6.55E
22557	4670780	5	1815	62.2832	37.679	Marseille	FRA	France	42.59N	6.55E
22558	4670781	6	1815	63.9842	37.3028	Marseille	FRA	France	42.59N	6.55E
22559	4670782	7	1815	68.6318	37.535	Marseille	FRA	France	42.59N	6.55E
22560	4670783	8	1815	69.0836	36.0716	Marseille	FRA	France	42.59N	6.55E
22561	4670784	9	1815	68.7218	35.258	Marseille	FRA	France	42.59N	6.55E
22562	4670785	10	1815	62.879	39.416	Marseille	FRA	France	42.59N	6.55E
22563	4670786	11	1815	53.6612	37.5926	Marseille	FRA	France	42.59N	6.55E
22564	4670787	12	1815	49.5266	36.5072	Marseille	FRA	France	42.59N	6.55E
22565	4670788	1	1816	48.343999999999994	39.425	Marseille	FRA	France	42.59N	6.55E
22566	4670789	2	1816	45.59	36.7502	Marseille	FRA	France	42.59N	6.55E
22567	4670790	3	1816	48.8192	36.8384	Marseille	FRA	France	42.59N	6.55E
22568	4670791	4	1816	52.8836	41.2646	Marseille	FRA	France	42.59N	6.55E
22569	4670792	5	1816	59.5904	36.5558	Marseille	FRA	France	42.59N	6.55E
22570	4670793	6	1816	62.9744	34.9628	Marseille	FRA	France	42.59N	6.55E
22571	4670794	7	1816	66.3458	35.7404	Marseille	FRA	France	42.59N	6.55E
22573	4670796	9	1816	66.2972	34.016	Marseille	FRA	France	42.59N	6.55E
22574	4670797	10	1816	61.8818	45.5018	Marseille	FRA	France	42.59N	6.55E
22575	4670798	11	1816	54.7988	47.291000000000004	Marseille	FRA	France	42.59N	6.55E
22576	4670799	12	1816	48.8264	35.4866	Marseille	FRA	France	42.59N	6.55E
22577	4670800	1	1817	51.4256	41.7704	Marseille	FRA	France	42.59N	6.55E
22578	4670801	2	1817	52.8404	36.6224	Marseille	FRA	France	42.59N	6.55E
22579	4670802	3	1817	52.483999999999995	36.7574	Marseille	FRA	France	42.59N	6.55E
22581	4670804	5	1817	59.0	36.7376	Marseille	FRA	France	42.59N	6.55E
22582	4670805	6	1817	67.2404	34.9358	Marseille	FRA	France	42.59N	6.55E
22583	4670806	7	1817	69.4616	34.961	Marseille	FRA	France	42.59N	6.55E
22584	4670807	8	1817	70.8188	36.1868	Marseille	FRA	France	42.59N	6.55E
22585	4670808	9	1817	69.4706	37.1552	Marseille	FRA	France	42.59N	6.55E
22586	4670809	10	1817	58.217	37.7024	Marseille	FRA	France	42.59N	6.55E
22587	4670810	11	1817	57.0758	35.0276	Marseille	FRA	France	42.59N	6.55E
22588	4670811	12	1817	50.738	35.1032	Marseille	FRA	France	42.59N	6.55E
22589	4670812	1	1818	50.0522	39.785	Marseille	FRA	France	42.59N	6.55E
22590	4670813	2	1818	51.0476	34.1816	Marseille	FRA	France	42.59N	6.55E
22591	4670814	3	1818	52.5578	36.2012	Marseille	FRA	France	42.59N	6.55E
22592	4670815	4	1818	55.8194	44.5334	Marseille	FRA	France	42.59N	6.55E
22593	4670816	5	1818	59.7722	39.8732	Marseille	FRA	France	42.59N	6.55E
22594	4670817	6	1818	67.5248	40.2386	Marseille	FRA	France	42.59N	6.55E
22595	4670818	7	1818	71.5784	38.7482	Marseille	FRA	France	42.59N	6.55E
22596	4670819	8	1818	70.4246	34.5056	Marseille	FRA	France	42.59N	6.55E
22597	4670820	9	1818	67.3016	37.2632	Marseille	FRA	France	42.59N	6.55E
22598	4670821	10	1818	61.2338	36.0644	Marseille	FRA	France	42.59N	6.55E
22599	4670822	11	1818	57.9398	43.5722	Marseille	FRA	France	42.59N	6.55E
22600	4670823	12	1818	51.3068	36.0356	Marseille	FRA	France	42.59N	6.55E
22601	4670824	1	1819	48.7688	37.9562	Marseille	FRA	France	42.59N	6.55E
22602	4670825	2	1819	49.19	38.9948	Marseille	FRA	France	42.59N	6.55E
22603	4670826	3	1819	52.718	45.995	Marseille	FRA	France	42.59N	6.55E
22604	4670827	4	1819	57.1964	34.7792	Marseille	FRA	France	42.59N	6.55E
22605	4670828	5	1819	60.917	35.8862	Marseille	FRA	France	42.59N	6.55E
22606	4670829	6	1819	65.2622	35.0456	Marseille	FRA	France	42.59N	6.55E
22607	4670830	7	1819	70.574	33.521	Marseille	FRA	France	42.59N	6.55E
22608	4670831	8	1819	70.5866	34.8566	Marseille	FRA	France	42.59N	6.55E
22609	4670832	9	1819	68.1584	34.1312	Marseille	FRA	France	42.59N	6.55E
22610	4670833	10	1819	61.8728	34.844	Marseille	FRA	France	42.59N	6.55E
22611	4670834	11	1819	56.4062	36.2696	Marseille	FRA	France	42.59N	6.55E
22612	4670835	12	1819	52.0052	36.9068	Marseille	FRA	France	42.59N	6.55E
22613	4670836	1	1820	48.5348	46.2416	Marseille	FRA	France	42.59N	6.55E
22614	4670837	2	1820	49.6526	37.9148	Marseille	FRA	France	42.59N	6.55E
22615	4670838	3	1820	48.4232	37.1804	Marseille	FRA	France	42.59N	6.55E
22616	4670839	4	1820	57.2126	34.8746	Marseille	FRA	France	42.59N	6.55E
22617	4670840	5	1820	63.518	35.9438	Marseille	FRA	France	42.59N	6.55E
22618	4670841	6	1820	65.9786	34.2752	Marseille	FRA	France	42.59N	6.55E
22619	4670842	7	1820	70.2914	38.8832	Marseille	FRA	France	42.59N	6.55E
22620	4670843	8	1820	74.4404	36.9698	Marseille	FRA	France	42.59N	6.55E
22621	4670844	9	1820	66.6032	35.78	Marseille	FRA	France	42.59N	6.55E
22622	4670845	10	1820	59.5022	34.4876	Marseille	FRA	France	42.59N	6.55E
22623	4670846	11	1820	52.6982	33.6794	Marseille	FRA	France	42.59N	6.55E
22624	4670847	12	1820	51.5174	34.4966	Marseille	FRA	France	42.59N	6.55E
22625	4670848	1	1821	51.4724	38.6366	Marseille	FRA	France	42.59N	6.55E
22626	4670849	2	1821	48.4178	40.9946	Marseille	FRA	France	42.59N	6.55E
22627	4670850	3	1821	50.5706	36.3254	Marseille	FRA	France	42.59N	6.55E
22628	4670851	4	1821	55.2866	36.2102	Marseille	FRA	France	42.59N	6.55E
22629	4670852	5	1821	61.1564	35.4884	Marseille	FRA	France	42.59N	6.55E
22630	4670853	6	1821	62.375	38.0372	Marseille	FRA	France	42.59N	6.55E
22631	4670854	7	1821	68.324	36.2498	Marseille	FRA	France	42.59N	6.55E
22632	4670855	8	1821	72.4514	34.3598	Marseille	FRA	France	42.59N	6.55E
22633	4670856	9	1821	69.5966	34.6586	Marseille	FRA	France	42.59N	6.55E
22634	4670857	10	1821	61.0214	33.4454	Marseille	FRA	France	42.59N	6.55E
22635	4670858	11	1821	57.2018	37.0202	Marseille	FRA	France	42.59N	6.55E
22636	4670859	12	1821	53.312	35.806999999999995	Marseille	FRA	France	42.59N	6.55E
22637	4670860	1	1822	48.1748	37.9706	Marseille	FRA	France	42.59N	6.55E
22638	4670861	2	1822	51.1574	36.041	Marseille	FRA	France	42.59N	6.55E
22639	4670862	3	1822	56.6744	34.1204	Marseille	FRA	France	42.59N	6.55E
22640	4670863	4	1822	55.4576	34.4912	Marseille	FRA	France	42.59N	6.55E
22641	4670864	5	1822	63.0068	35.3732	Marseille	FRA	France	42.59N	6.55E
22642	4670865	6	1822	73.256	34.9178	Marseille	FRA	France	42.59N	6.55E
22643	4670866	7	1822	71.9942	34.7162	Marseille	FRA	France	42.59N	6.55E
22644	4670867	8	1822	72.4568	37.4396	Marseille	FRA	France	42.59N	6.55E
22645	4670868	9	1822	70.2428	36.3452	Marseille	FRA	France	42.59N	6.55E
22646	4670869	10	1822	62.8538	34.1564	Marseille	FRA	France	42.59N	6.55E
22647	4670870	11	1822	58.3304	35.3984	Marseille	FRA	France	42.59N	6.55E
22648	4670871	12	1822	49.5788	37.463	Marseille	FRA	France	42.59N	6.55E
22649	4670872	1	1823	46.8194	35.2994	Marseille	FRA	France	42.59N	6.55E
22650	4670873	2	1823	49.5968	37.508	Marseille	FRA	France	42.59N	6.55E
22651	4670874	3	1823	49.5338	34.9826	Marseille	FRA	France	42.59N	6.55E
22652	4670875	4	1823	53.5766	36.9896	Marseille	FRA	France	42.59N	6.55E
22653	4670876	5	1823	63.284	35.6918	Marseille	FRA	France	42.59N	6.55E
22654	4670877	6	1823	64.4486	36.8708	Marseille	FRA	France	42.59N	6.55E
22655	4670878	7	1823	69.3842	34.4696	Marseille	FRA	France	42.59N	6.55E
22656	4670879	8	1823	72.7718	35.8178	Marseille	FRA	France	42.59N	6.55E
22657	4670880	9	1823	69.7982	35.897	Marseille	FRA	France	42.59N	6.55E
22658	4670881	10	1823	60.5786	36.0248	Marseille	FRA	France	42.59N	6.55E
22659	4670882	11	1823	52.7864	37.5944	Marseille	FRA	France	42.59N	6.55E
22660	4670883	12	1823	50.693000000000005	35.0168	Marseille	FRA	France	42.59N	6.55E
22661	4670884	1	1824	48.065	34.0016	Marseille	FRA	France	42.59N	6.55E
22662	4670885	2	1824	51.0044	36.7124	Marseille	FRA	France	42.59N	6.55E
22663	4670886	3	1824	48.7112	35.4686	Marseille	FRA	France	42.59N	6.55E
22664	4670887	4	1824	52.547	36.4586	Marseille	FRA	France	42.59N	6.55E
22665	4670888	5	1824	60.0116	35.852	Marseille	FRA	France	42.59N	6.55E
22666	4670889	6	1824	63.2984	38.1938	Marseille	FRA	France	42.59N	6.55E
22667	4670890	7	1824	72.635	39.6752	Marseille	FRA	France	42.59N	6.55E
22668	4670891	8	1824	72.4892	36.5612	Marseille	FRA	France	42.59N	6.55E
22669	4670892	9	1824	68.6642	36.751999999999995	Marseille	FRA	France	42.59N	6.55E
22670	4670893	10	1824	62.4128	33.9278	Marseille	FRA	France	42.59N	6.55E
22671	4670894	11	1824	58.856	35.0852	Marseille	FRA	France	42.59N	6.55E
22672	4670895	12	1824	54.9932	38.3504	Marseille	FRA	France	42.59N	6.55E
22673	4670896	1	1825	49.721000000000004	36.6386	Marseille	FRA	France	42.59N	6.55E
22674	4670897	2	1825	49.424	35.0996	Marseille	FRA	France	42.59N	6.55E
22675	4670898	3	1825	49.676	36.2372	Marseille	FRA	France	42.59N	6.55E
22676	4670899	4	1825	56.6564	37.3802	Marseille	FRA	France	42.59N	6.55E
22677	4670900	5	1825	61.4534	34.304	Marseille	FRA	France	42.59N	6.55E
22678	4670901	6	1825	66.7688	33.4994	Marseille	FRA	France	42.59N	6.55E
22680	4670903	8	1825	72.1112	38.1974	Marseille	FRA	France	42.59N	6.55E
22681	4670904	9	1825	69.8954	36.8384	Marseille	FRA	France	42.59N	6.55E
22682	4670905	10	1825	60.602	35.9816	Marseille	FRA	France	42.59N	6.55E
22683	4670906	11	1825	56.5862	36.1094	Marseille	FRA	France	42.59N	6.55E
22684	4670907	12	1825	56.6294	35.015	Marseille	FRA	France	42.59N	6.55E
22685	4670908	1	1826	44.681000000000004	34.0718	Marseille	FRA	France	42.59N	6.55E
22686	4670909	2	1826	51.2258	35.9582	Marseille	FRA	France	42.59N	6.55E
22687	4670910	3	1826	52.808	36.1868	Marseille	FRA	France	42.59N	6.55E
22688	4670911	4	1826	55.3946	38.3612	Marseille	FRA	France	42.59N	6.55E
22689	4670912	5	1826	58.496	35.3732	Marseille	FRA	France	42.59N	6.55E
22690	4670913	6	1826	66.101	36.887	Marseille	FRA	France	42.59N	6.55E
22691	4670914	7	1826	71.1536	34.6244	Marseille	FRA	France	42.59N	6.55E
22692	4670915	8	1826	74.1596	35.6756	Marseille	FRA	France	42.59N	6.55E
22693	4670916	9	1826	69.4508	36.743	Marseille	FRA	France	42.59N	6.55E
22694	4670917	10	1826	62.9672	37.3694	Marseille	FRA	France	42.59N	6.55E
22695	4670918	11	1826	53.3822	33.205999999999996	Marseille	FRA	France	42.59N	6.55E
22696	4670919	12	1826	51.7226	37.643	Marseille	FRA	France	42.59N	6.55E
22697	4670920	1	1827	47.867	38.4386	Marseille	FRA	France	42.59N	6.55E
22698	4670921	2	1827	45.8906	34.5758	Marseille	FRA	France	42.59N	6.55E
22699	4670922	3	1827	53.1104	35.96	Marseille	FRA	France	42.59N	6.55E
22700	4670923	4	1827	55.9634	39.515	Marseille	FRA	France	42.59N	6.55E
22701	4670924	5	1827	61.3364	36.6368	Marseille	FRA	France	42.59N	6.55E
22702	4670925	6	1827	65.831	36.1292	Marseille	FRA	France	42.59N	6.55E
22703	4670926	7	1827	73.8986	34.3976	Marseille	FRA	France	42.59N	6.55E
22704	4670927	8	1827	71.2436	34.7252	Marseille	FRA	France	42.59N	6.55E
22705	4670928	9	1827	66.3962	34.0196	Marseille	FRA	France	42.59N	6.55E
22706	4670929	10	1827	63.0752	34.3544	Marseille	FRA	France	42.59N	6.55E
22707	4670930	11	1827	51.9206	33.4994	Marseille	FRA	France	42.59N	6.55E
22708	4670931	12	1827	52.4066	40.1126	Marseille	FRA	France	42.59N	6.55E
22709	4670932	1	1828	51.3356	37.9958	Marseille	FRA	France	42.59N	6.55E
22710	4670933	2	1828	49.1144	36.4946	Marseille	FRA	France	42.59N	6.55E
22711	4670934	3	1828	53.5424	36.5288	Marseille	FRA	France	42.59N	6.55E
22712	4670935	4	1828	56.1236	36.7682	Marseille	FRA	France	42.59N	6.55E
22713	4670936	5	1828	62.9528	37.3064	Marseille	FRA	France	42.59N	6.55E
22714	4670937	6	1828	69.1808	37.4558	Marseille	FRA	France	42.59N	6.55E
22715	4670938	7	1828	72.5882	35.1122	Marseille	FRA	France	42.59N	6.55E
22716	4670939	8	1828	72.4046	36.365	Marseille	FRA	France	42.59N	6.55E
22717	4670940	9	1828	68.8586	33.9962	Marseille	FRA	France	42.59N	6.55E
22718	4670941	10	1828	62.2778	34.925	Marseille	FRA	France	42.59N	6.55E
22719	4670942	11	1828	55.6934	35.663000000000004	Marseille	FRA	France	42.59N	6.55E
22720	4670943	12	1828	52.6514	37.7276	Marseille	FRA	France	42.59N	6.55E
22721	4670944	1	1829	47.075	34.5794	Marseille	FRA	France	42.59N	6.55E
22722	4670945	2	1829	44.3768	38.3738	Marseille	FRA	France	42.59N	6.55E
22723	4670946	3	1829	52.0034	35.3192	Marseille	FRA	France	42.59N	6.55E
22724	4670947	4	1829	56.507	35.528	Marseille	FRA	France	42.59N	6.55E
22725	4670948	5	1829	61.1294	39.5618	Marseille	FRA	France	42.59N	6.55E
22726	4670949	6	1829	65.615	37.0868	Marseille	FRA	France	42.59N	6.55E
22727	4670950	7	1829	71.7566	34.9646	Marseille	FRA	France	42.59N	6.55E
22728	4670951	8	1829	69.8468	36.0086	Marseille	FRA	France	42.59N	6.55E
22729	4670952	9	1829	66.2936	36.0626	Marseille	FRA	France	42.59N	6.55E
22730	4670953	10	1829	59.2736	35.8376	Marseille	FRA	France	42.59N	6.55E
22731	4670954	11	1829	52.6478	37.2362	Marseille	FRA	France	42.59N	6.55E
22732	4670955	12	1829	46.7204	41.6408	Marseille	FRA	France	42.59N	6.55E
22733	4670956	1	1830	42.3716	38.8004	Marseille	FRA	France	42.59N	6.55E
22734	4670957	2	1830	45.6908	34.9736	Marseille	FRA	France	42.59N	6.55E
22735	4670958	3	1830	53.978	34.5704	Marseille	FRA	France	42.59N	6.55E
22736	4670959	4	1830	59.0432	36.2804	Marseille	FRA	France	42.59N	6.55E
22737	4670960	5	1830	62.3498	34.6748	Marseille	FRA	France	42.59N	6.55E
22738	4670961	6	1830	66.3836	38.5394	Marseille	FRA	France	42.59N	6.55E
22739	4670962	7	1830	73.76899999999999	36.446	Marseille	FRA	France	42.59N	6.55E
22740	4670963	8	1830	72.9104	37.0688	Marseille	FRA	France	42.59N	6.55E
22741	4670964	9	1830	65.4188	37.6178	Marseille	FRA	France	42.59N	6.55E
22742	4670965	10	1830	60.2888	39.3278	Marseille	FRA	France	42.59N	6.55E
22743	4670966	11	1830	56.8472	35.086999999999996	Marseille	FRA	France	42.59N	6.55E
22744	4670967	12	1830	50.9414	36.527	Marseille	FRA	France	42.59N	6.55E
22745	4670968	1	1831	48.3314	37.4144	Marseille	FRA	France	42.59N	6.55E
22746	4670969	2	1831	49.4132	42.926	Marseille	FRA	France	42.59N	6.55E
22747	4670970	3	1831	52.9934	40.4942	Marseille	FRA	France	42.59N	6.55E
22748	4670971	4	1831	55.273999999999994	34.9916	Marseille	FRA	France	42.59N	6.55E
22749	4670972	5	1831	61.4372	38.5286	Marseille	FRA	France	42.59N	6.55E
22750	4670973	6	1831	66.9362	36.545	Marseille	FRA	France	42.59N	6.55E
22751	4670974	7	1831	71.2004	35.213	Marseille	FRA	France	42.59N	6.55E
22752	4670975	8	1831	70.5128	36.5	Marseille	FRA	France	42.59N	6.55E
22753	4670976	9	1831	65.9714	35.4524	Marseille	FRA	France	42.59N	6.55E
22754	4670977	10	1831	64.6016	34.8386	Marseille	FRA	France	42.59N	6.55E
22755	4670978	11	1831	56.0912	42.9818	Marseille	FRA	France	42.59N	6.55E
22756	4670979	12	1831	52.0646	39.8912	Marseille	FRA	France	42.59N	6.55E
22757	4670980	1	1832	48.4664	35.9222	Marseille	FRA	France	42.59N	6.55E
22758	4670981	2	1832	49.6202	37.0022	Marseille	FRA	France	42.59N	6.55E
22759	4670982	3	1832	51.1196	35.7944	Marseille	FRA	France	42.59N	6.55E
22760	4670983	4	1832	53.843	38.3594	Marseille	FRA	France	42.59N	6.55E
22761	4670984	5	1832	60.4202	36.302	Marseille	FRA	France	42.59N	6.55E
22762	4670985	6	1832	65.2262	36.2534	Marseille	FRA	France	42.59N	6.55E
22763	4670986	7	1832	73.0958	37.9472	Marseille	FRA	France	42.59N	6.55E
22764	4670987	8	1832	73.76899999999999	36.6872	Marseille	FRA	France	42.59N	6.55E
22765	4670988	9	1832	67.6472	37.8446	Marseille	FRA	France	42.59N	6.55E
22766	4670989	10	1832	61.637	35.4956	Marseille	FRA	France	42.59N	6.55E
22767	4670990	11	1832	55.4846	33.8288	Marseille	FRA	France	42.59N	6.55E
22768	4670991	12	1832	49.1792	40.8488	Marseille	FRA	France	42.59N	6.55E
22769	4670992	1	1833	47.8454	37.7942	Marseille	FRA	France	42.59N	6.55E
22770	4670993	2	1833	51.629	35.1284	Marseille	FRA	France	42.59N	6.55E
22771	4670994	3	1833	49.7894	37.3172	Marseille	FRA	France	42.59N	6.55E
22772	4670995	4	1833	52.9754	36.0266	Marseille	FRA	France	42.59N	6.55E
22773	4670996	5	1833	64.7276	34.6136	Marseille	FRA	France	42.59N	6.55E
22774	4670997	6	1833	68.5508	36.491	Marseille	FRA	France	42.59N	6.55E
22775	4670998	7	1833	67.7498	35.1716	Marseille	FRA	France	42.59N	6.55E
22776	4670999	8	1833	69.8486	35.1248	Marseille	FRA	France	42.59N	6.55E
22777	4671000	9	1833	64.2344	33.8954	Marseille	FRA	France	42.59N	6.55E
22778	4671001	10	1833	61.1366	34.4552	Marseille	FRA	France	42.59N	6.55E
22779	4671002	11	1833	56.3684	34.8152	Marseille	FRA	France	42.59N	6.55E
22780	4671003	12	1833	54.1166	36.2156	Marseille	FRA	France	42.59N	6.55E
22781	4671004	1	1834	52.88	37.0868	Marseille	FRA	France	42.59N	6.55E
22782	4671005	2	1834	49.0442	37.139	Marseille	FRA	France	42.59N	6.55E
22783	4671006	3	1834	51.5174	35.6576	Marseille	FRA	France	42.59N	6.55E
22784	4671007	4	1834	52.4372	36.0212	Marseille	FRA	France	42.59N	6.55E
22785	4671008	5	1834	64.2344	34.4102	Marseille	FRA	France	42.59N	6.55E
22786	4671009	6	1834	68.558	35.861	Marseille	FRA	France	42.59N	6.55E
22787	4671010	7	1834	73.1714	35.3174	Marseille	FRA	France	42.59N	6.55E
22788	4671011	8	1834	72.4712	34.7054	Marseille	FRA	France	42.59N	6.55E
22789	4671012	9	1834	72.9338	36.9842	Marseille	FRA	France	42.59N	6.55E
22790	4671013	10	1834	62.4146	34.7666	Marseille	FRA	France	42.59N	6.55E
22791	4671014	11	1834	57.2252	36.5666	Marseille	FRA	France	42.59N	6.55E
22792	4671015	12	1834	49.468999999999994	33.7712	Marseille	FRA	France	42.59N	6.55E
22793	4671016	1	1835	50.6714	36.914	Marseille	FRA	France	42.59N	6.55E
22794	4671017	2	1835	50.7326	35.753	Marseille	FRA	France	42.59N	6.55E
22795	4671018	3	1835	51.2006	35.2382	Marseille	FRA	France	42.59N	6.55E
22796	4671019	4	1835	53.078	35.96	Marseille	FRA	France	42.59N	6.55E
22797	4671020	5	1835	60.4238	33.5102	Marseille	FRA	France	42.59N	6.55E
22798	4671021	6	1835	65.0768	33.8576	Marseille	FRA	France	42.59N	6.55E
22799	4671022	7	1835	72.509	35.9186	Marseille	FRA	France	42.59N	6.55E
22800	4671023	8	1835	70.8224	34.0034	Marseille	FRA	France	42.59N	6.55E
22801	4671024	9	1835	65.8922	34.9178	Marseille	FRA	France	42.59N	6.55E
22802	4671025	10	1835	59.2052	34.2878	Marseille	FRA	France	42.59N	6.55E
22803	4671026	11	1835	51.2384	33.4274	Marseille	FRA	France	42.59N	6.55E
22804	4671027	12	1835	46.8446	34.5758	Marseille	FRA	France	42.59N	6.55E
22805	4671028	1	1836	46.1642	33.7874	Marseille	FRA	France	42.59N	6.55E
22806	4671029	2	1836	47.6222	35.249	Marseille	FRA	France	42.59N	6.55E
22807	4671030	3	1836	53.6324	34.4246	Marseille	FRA	France	42.59N	6.55E
22808	4671031	4	1836	52.708999999999996	34.3292	Marseille	FRA	France	42.59N	6.55E
22809	4671032	5	1836	55.5332	34.7918	Marseille	FRA	France	42.59N	6.55E
22811	4671034	7	1836	73.1102	34.4894	Marseille	FRA	France	42.59N	6.55E
22812	4671035	8	1836	72.1814	34.5704	Marseille	FRA	France	42.59N	6.55E
22813	4671036	9	1836	65.399	36.014	Marseille	FRA	France	42.59N	6.55E
22814	4671037	10	1836	61.6478	41.7866	Marseille	FRA	France	42.59N	6.55E
22815	4671038	11	1836	53.7494	35.2976	Marseille	FRA	France	42.59N	6.55E
22816	4671039	12	1836	51.5822	36.9842	Marseille	FRA	France	42.59N	6.55E
22817	4671040	1	1837	47.4602	36.8744	Marseille	FRA	France	42.59N	6.55E
22818	4671041	2	1837	48.533	35.7818	Marseille	FRA	France	42.59N	6.55E
22819	4671042	3	1837	45.7016	35.8988	Marseille	FRA	France	42.59N	6.55E
22820	4671043	4	1837	50.7362	34.8134	Marseille	FRA	France	42.59N	6.55E
22821	4671044	5	1837	55.967	35.8574	Marseille	FRA	France	42.59N	6.55E
22822	4671045	6	1837	69.2726	36.2246	Marseille	FRA	France	42.59N	6.55E
22823	4671046	7	1837	71.4632	34.6838	Marseille	FRA	France	42.59N	6.55E
22824	4671047	8	1837	74.516	34.0682	Marseille	FRA	France	42.59N	6.55E
22825	4671048	9	1837	66.1244	34.6604	Marseille	FRA	France	42.59N	6.55E
22826	4671049	10	1837	60.1592	36.2138	Marseille	FRA	France	42.59N	6.55E
22827	4671050	11	1837	52.7342	36.167	Marseille	FRA	France	42.59N	6.55E
22828	4671051	12	1837	52.1348	39.3404	Marseille	FRA	France	42.59N	6.55E
22829	4671052	1	1838	47.3234	37.5512	Marseille	FRA	France	42.59N	6.55E
22830	4671053	2	1838	47.2424	34.6514	Marseille	FRA	France	42.59N	6.55E
22831	4671054	3	1838	51.2042	34.9466	Marseille	FRA	France	42.59N	6.55E
22832	4671055	4	1838	51.242	34.0412	Marseille	FRA	France	42.59N	6.55E
22833	4671056	5	1838	60.8486	33.2924	Marseille	FRA	France	42.59N	6.55E
22834	4671057	6	1838	66.7814	34.439	Marseille	FRA	France	42.59N	6.55E
22835	4671058	7	1838	71.3012	38.3702	Marseille	FRA	France	42.59N	6.55E
22836	4671059	8	1838	71.0978	37.9058	Marseille	FRA	France	42.59N	6.55E
22837	4671060	9	1838	66.4664	34.5272	Marseille	FRA	France	42.59N	6.55E
22838	4671061	10	1838	60.548	38.9498	Marseille	FRA	France	42.59N	6.55E
22839	4671062	11	1838	57.2468	37.3064	Marseille	FRA	France	42.59N	6.55E
22840	4671063	12	1838	49.793	36.6836	Marseille	FRA	France	42.59N	6.55E
22841	4671064	1	1839	48.1496	35.5208	Marseille	FRA	France	42.59N	6.55E
22842	4671065	2	1839	48.065	35.564	Marseille	FRA	France	42.59N	6.55E
22843	4671066	3	1839	49.7858	34.4318	Marseille	FRA	France	42.59N	6.55E
22844	4671067	4	1839	52.2122	35.1662	Marseille	FRA	France	42.59N	6.55E
22845	4671068	5	1839	58.8488	33.6398	Marseille	FRA	France	42.59N	6.55E
22846	4671069	6	1839	69.0944	33.6794	Marseille	FRA	France	42.59N	6.55E
22847	4671070	7	1839	72.3578	37.0958	Marseille	FRA	France	42.59N	6.55E
